finding_id,priority,certainty,review_area,title,path,start_line,end_line,evidence,reproduction,recommendation,status,reviewer,verified_by
B110-001,P3,proven,data_integrity,The fixed identity model still contains unresolved placeholder names,docs/voorbeelden/Identiteitsbehandeling_fixed.json,4150,4244,"Datatype Vaststellingswijze contains a literal property named xxxx at line 4229; the same assigned segment also contains Identiteitsvaststellings-gegevensset ~! at line 5437. No production caller loads this example, so reachability is dormant.",Recursively select model objects whose name equals xxxx; property Y3tkpqmFS_hMbxaD is returned.,Resolve or remove placeholder elements and add a semantic model validator that rejects placeholder-name patterns before publishing fixed examples.,verified,codex-galileo,codex-kierkegaard
B110-002,P3,proven,data_integrity,Identity model contains numeric-renamed semantic duplicates,docs/voorbeelden/Identiteitsbehandeling_fixed.json,741,5185,"Within B110 exactly 15 names end in 2, nine have an unsuffixed counterpart, and three pairs are top-level-identical after removing only id/name: ID-middel ongeldigverklaring (742/2541), Inwinnen identiteitsgegeven uit ID-middel (2317/5132), and Inwinnen identiteitsgegeven direct van persoon (1131/5160).","Normalize Class names by removing a trailing 2, pair them with an unsuffixed name, drop id/name from each object and compare the remaining structures; three pairs are exact semantic clones and nine suffix names have a base counterpart.","Merge duplicate concepts onto canonical object IDs, repoint references and validate normalized-name uniqueness.",verified,codex-galileo,codex-kierkegaard
B111-001,P3,proven,data_integrity,Binary model relation has no target type,docs/voorbeelden/Identiteitsbehandeling_fixed.json,9798,9844,"Relation isGerelateerdAan (6LxLAwmGAqACcyac) has two properties, but endpoint 6LxLAwmGAqACcyaf has propertyType null. The relation therefore cannot resolve its second semantic class. The example has no current production caller.",Select relation 6LxLAwmGAqACcyac and list endpoint propertyType values; the result is one Class reference followed by null.,Restore the intended target class or remove the incomplete relation and validate that every binary Relation has exactly two non-null existing endpoints.,verified,codex-galileo,codex-kierkegaard
B112-001,P3,proven,data_integrity,Named OntoUML attributes omit datatype and multiplicity,docs/voorbeelden/Identiteitsbehandeling_fixed.json,15134,15164,"Across the assigned ranges, 22 named Class properties have cardinality=null and 20 of them also have propertyType=null (B112=12, B113=1, B114=9). The first pair datum ingang/datum einde has neither field. JSON/reference integrity passes, so this is semantic incompleteness rather than syntax corruption; no repository caller loads this example.","Parse blob af044d..., walk Class.properties whose id line is 12001-30000, and count properties where cardinality or propertyType is null; accessing propertyType.id fails for 20 attributes.","Populate datatype references and multiplicities for every named attribute, or encode an explicit supported unknown value; add a model semantic validator that rejects incomplete attributes before publishing a fixed example.",verified,codex-galileo,codex-kierkegaard
B113-001,P3,proven,data_integrity,Two orphan relations duplicate the same creation edge,docs/voorbeelden/Identiteitsbehandeling_fixed.json,19757,19804,"Relations PZ5t... at 19757 and jccai... at 20357 exactly duplicate HCAD... at 17857: null name, creation stereotype, ordered endpoints RjaU... -> INw0..., cardinality 1/1. Only HCAD has a RelationView; the two B113 duplicates have zero diagram references. Semantic signature count is three instead of one.","Parse all Relation definitions, group by (name, stereotype, ordered propertyType IDs), and list groups with count >1; inspect diagram references for the three IDs.","Keep one canonical creation relation, remove the two unreferenced duplicates, and validate uniqueness of semantic relation signatures while allowing one model relation to be reused by multiple views.",verified,codex-galileo,codex-kierkegaard
B113-002,P3,proven,data_integrity,Three generalization edges are defined twice,docs/voorbeelden/Identiteitsbehandeling_fixed.json,23145,23262,"The specific/general pairs Tce8...->iYjV..., KpRJ...->iYjV..., and _fiC...->iYjV... each have two different Generalization IDs. The model has 227 definitions but only 224 unique directed edges. A single generalization (_iy...) is already reused in two diagrams, proving duplicate model definitions are not needed for multiple views.","Parse Generalization objects and group IDs by (specific.id, general.id); three groups each contain two IDs at lines 23145/23250, 23160/23205 and 23175/23220.","Retain one generalization ID per directed class pair, repoint every GeneralizationView to it, and add a uniqueness assertion for specific/general pairs.",verified,codex-galileo,codex-kierkegaard
B114-001,P3,proven,data_integrity,Two rendered relations have no source endpoint in the model layer,docs/voorbeelden/Identiteitsbehandeling_fixed.json,28667,28758,"Participational relations rqC... and vDb... each contain a first Property with cardinality 1 but propertyType=null; both second ends target J7s3.... Their RelationViews in diagram Bepalen identiteit - events do have different source ClassViews resolving to PLi59... and 5wB..., so diagram and model layers disagree. All raw IDs/references otherwise resolve.","Parse Relation.properties and require two non-null propertyType.id values; these two return [None,J7s3...] and a normal endpoint extraction raises on the null propertyType. Compare their RelationView source modelElement IDs.","Restore each missing source propertyType from the verified intended class, reconcile model and diagram layers, and gate exports on exactly two resolvable endpoints per binary relation.",verified,codex-galileo,codex-kierkegaard
B115-001,P3,proven,data_integrity,Four RelationViews connect classes that do not match their model relations,docs/voorbeelden/Identiteitsbehandeling_fixed.json,31520,31551,"Of 45 RelationViews whose definitions start in B115, four have source/target ClassView modelElement IDs different from the referenced Relation propertyType IDs: lines 31520, 32738, 35056 and 35970. The first three substitute unrelated classes (not ancestors/descendants); the fourth visualizes SRK-Identiteitsvaststelling where the model relation endpoint is null. All ClassView/Relation references and shapes otherwise resolve, so this is model/diagram semantic drift rather than a dangling-reference false positive.","Parse blob af044d..., resolve each scoped RelationView source/target ClassView to its model Class, resolve its modelElement Relation to both propertyType class IDs, and compare the two endpoint multisets; 4 of 45 differ while the same check yields 0 missing view refs and 0 invalid paths.","Reconcile each Relation definition with its diagram endpoints (or repoint the incorrect view), restore the null endpoint, and add an export gate asserting that every RelationView endpoint multiset equals the referenced Relation endpoint multiset.",verified,codex-galileo,codex-kierkegaard
B116-001,P3,proven,data_integrity,Three diagrams bind relations to unrelated endpoint classes,docs/voorbeelden/Identiteitsbehandeling_fixed.json,37674,41180,Three novel B116 RelationViews disagree with their referenced Relation endpoints: Strafrechttraject line 37674 connects Persoon als verdachte aanmerken to Verdachte although HCAD... models Verdachte/veroordeelde to Verdachte; Overview line 39690 connects Natuurlijk Persoon to Geboorte although ERH... models Natuurlijk Persoon at both ends; Overview line 41148 connects Strafrechtketen identifier to SRK-identiteitsregister although 4sXV... models Register to SRK-identiteitsregister. In each case the substituted classes are neither equal nor ancestors/descendants. Three other B116 mismatches are duplicates of B111/B115 findings.,"Parse blob af044d..., select RelationViews whose id definitions start at 36001-42000, resolve source/target ClassViews and the referenced Relation.properties propertyType IDs, compare endpoint multisets, then use the Generalization graph to test the unmatched pairs. The three stated novel pairs remain unrelated.","Determine the intended relation for each diagram, repoint the view or correct the model endpoints, and add an export validator requiring every RelationView endpoint multiset to equal its referenced Relation endpoint multiset.",verified,codex-galileo,codex-kierkegaard
B118-001,P3,proven,data_integrity,Conceptual-model view substitutes a different class for a mediation endpoint,docs/voorbeelden/Identiteitsbehandeling_fixed.json,48490,48518,RelationView xRJp... in Conceptueel Model - uitgebreid connects Feit.Verdachte/veroordeelde to Verdachte/veroordeelde. Its referenced mediation 7QMP... instead connects Feit.Verdachte/veroordeelde to FeitBetrokkenheid. Verdachte/veroordeelde and FeitBetrokkenheid are unrelated in the model's transitive Generalization graph. The other two B118 mismatches are the already recorded B114 null-endpoint relations.,"Resolve RelationView xRJpgqmGAqACSSyv source and target ClassViews, resolve Relation 7QMPwvGGAqACTgx2 propertyType IDs, and compare the endpoint multisets; the view returns [iXkf...,RjaU...] while the relation returns [iXkf...,ZaHH...].","Repoint the view to the intended mediation or correct the relation endpoint after domain review, and enforce view/relation endpoint equality during model export.",verified,codex-galileo,codex-kierkegaard
B119-001,P3,proven,data_integrity,Identiteitsmiddel view disagrees with the modeled contained object type,docs/voorbeelden/Identiteitsbehandeling_fixed.json,58129,58161,"RelationView lQHd... connects Drager and Informatieobject, while referenced material relation ehfZ... connects Fysiek object and Drager. Informatieobject and Fysiek object have no ancestor/descendant relation in the Generalization graph. The identical mismatch repeats at B120 line 61105, so it is one root cause rather than two findings.","Resolve lQHdQVmAUAgAAiNL in diagram Identiteitsmiddel and compare its ClassView modelElement IDs with Relation ehfZtlmAUAgAAipw propertyType IDs; the multisets are [Drager,Informatieobject] versus [Fysiek object,Drager].","Confirm whether the container relation concerns a physical or information object, update the single model relation or both views consistently, and add the endpoint-consistency export gate.",verified,codex-galileo,codex-kierkegaard
B119-002,P3,proven,data_integrity,Named Samenvoegen Identiteit diagram is completely empty,docs/voorbeelden/Identiteitsbehandeling_fixed.json,54824,54833,"Diagram CZZ8OmmAUAgAAiRm is named Identiteitsbehandeling - Samenvoegen Identiteit, has a valid Package owner, but stores contents as an empty array. It is the only empty named diagram in the reviewed Wave12 ranges and provides no model view to consumers of the fixed example.",Parse the Diagram definitions and select those starting at lines 36001-62543 whose contents array has length zero; exactly CZZ8... at line 54824 is returned.,Populate the intended merge-identity model view or mark/remove the placeholder from the published example; add a publication check that rejects unexpectedly empty named diagrams.,verified,codex-galileo,codex-kierkegaard
B120-001,P3,proven,data_integrity,Two register diagrams reuse a relation with a different target class,docs/voorbeelden/Identiteitsbehandeling_fixed.json,60301,61513,"RelationViews DVhk... and YbDF... in Registreren identiteit and Generiek RegisterManagement both connect Record to Register. Referenced material relation hlgB... instead connects Record to Identiteits-record. Register and Identiteits-record are unrelated in the model's Generalization graph, so the repeated rendering does not represent the modeled edge.","Resolve the ClassView endpoints for RelationViews DVhkJ1mAUAgAAimV and YbDF.1mAU.DeTztD and compare them with Relation hlgBe1mAU.DeTzJ5 propertyType IDs; both views yield [Record,Register], while the model yields [Record,Identiteits-record].","Create or reference the correct Record-to-Register relation, or change both diagrams to Identiteits-record after domain confirmation; validate endpoint equality for every RelationView before export.",verified,codex-galileo,codex-kierkegaard
B121-001,P3,suspected,data_integrity,Second fixed model silently omits enumeration literals and inheritance edges,docs/voorbeelden/Identiteitsbehandeling_fixed_v2.json,1326,4506,"After replacing only the fourteen invalid Latin-1 0xEB bytes with their intended UTF-8 encoding in memory, fixed_v2 is structurally identical to fixed.json except for exactly twenty-two removed model definitions and no additions. Nineteen removed Literal objects empty the Scantype, Status identiteit, Kwalificatie zekerheid and Grondslagsoort enumerations, whose v2 classes expose literals=null. Three removed Generalization objects eliminate direct Natuurlijk Persoon inheritance for Strafrechtketenpartij, Externe persoonsrol and Natuurlijke Justitiabele2. No repository consumer or change rationale was found, so the semantic loss is dormant and its intent remains uncertain.","Read both immutable Git blobs, repair v2 in memory with raw.replace(b'\xeb', 'ë'.encode('utf-8')), parse both JSON documents, recursively index model definitions by id and compare the id sets. The result is removed=22 (Literal=19, Generalization=3), added=0; inspect the four surviving v2 enumeration classes and observe literals is null.","Restore the omitted literals and inheritance edges if they were lost during export, or document and version the intentional semantic change. Add a golden structural-diff gate with an explicit allowlist for removed model IDs and validate that enumerations retain their required literals and role hierarchies retain an identity-provider path.",verified,codex-hypatia,codex-kierkegaard
B131-001,P2,proven,code_quality_architecture,Actieve README geeft een quickstart en projectstatus die niet bij de huidige runtime of repository passen,README.md,18,387,"De aanbevolen start op regels 18-23/118-143 configureert uitsluitend OpenAI en `run_app.sh` weigert op regels 4-12 te starten zonder OPENAI_API_KEY, terwijl ConfigManager.ai_provider en de UI standaard `anthropic` kiezen. Een offline aanroep met `AI_PROVIDER=anthropic` en een dummy ANTHROPIC_API_KEY stopt daarom met exit 1 vóór het doorgegeven commando. Verder noemt dezelfde actieve README op regels 303-387 45/46 regels, 919 tests en zes disabled tests, in tegenspraak met regels 8 en 91-100 (2500+/53) en CHANGELOG.md:26; vijf van de zes genoemde pytest-bestanden bestaan niet. README regels 152-160 noemt daarnaast twee pytest-filterexpressies equivalent, maar de Makefile-expressie selecteert nul contracttests (exit 5) en de README-expressie één test (exit 0).",Pipe de immutable `scripts/deployment/run_app.sh`-blob naar `env -u OPENAI_API_KEY -u OPENAI_API_KEY_PROD ANTHROPIC_API_KEY=sk-ant-dummy AI_PROVIDER=anthropic bash -s -- true`; dit print dat OPENAI_API_KEY ontbreekt en retourneert 1. Vergelijk daarna README.md:303-387 met :8/:91-100 en controleer de zes testpaden op :363-377 met `git cat-file -e`; vijf leveren exit 128.,"Maak de quickstart provider-neutraal: laat de launcher de gekozen/default provider valideren en documenteer zowel Anthropic als OpenAI. Verplaats historische status naar een gedateerd archief en genereer actuele aantallen/testcommando's uit CI. Voeg een executable docs-test toe voor quickstart, paden en onderlinge statusclaims.",verified,codex-hypatia,codex-kierkegaard
B131-002,P2,proven,functionality,README belooft documentnavigatie en integriteitsbewaking die in de base ontbreken of advisory zijn,README.md,393,544,"De links op 393-410/507 wijzen naar zes niet-bestaande unieke doelen (requirements, twee architectuurdocumenten, epics-index, EPIC-006 en master-stories). Elders ontbreken ook het op regel 46 genoemde CONTRIBUTING.md en de portal op regel 70. Toch claimen regels 527-544 dat CI broken canonical links blokkeert en de portal genereert; `.github/workflows/docs-integrity.yml:27-38` zet de linkcheck op `continue-on-error: true` en verklaart portalgeneratie deprecated, terwijl `docs/portal/index.html` en `scripts/docs/run_portal_generator.sh` ontbreken.","Controleer de README-doelen met `git cat-file -e b958ddb:<doel>`; ten minste acht expliciet genoemde unieke lokale doelen ontbreken. Lees vervolgens de immutable docs-integrity workflow regels 27-38: de linkstap is advisory en portalgeneratie is uitgecommentarieerd/deprecated, ondanks de README-claim.",Vervang links door bestaande canonieke locaties of verwijder de claims. Maak de root-README onderdeel van een fail-closed Git-tree-linkcheck en beschrijf de werkelijke advisory status. Verwijder de portalinstructies of herstel een gegenereerde portal met een CI-driftguard.,verified,codex-hypatia,codex-kierkegaard
B131-003,P3,proven,ui_ux,Gearchiveerd architectuurdashboard toont kapotte en gesimuleerde interacties,docs/ARCHIEF/ARCHITECTURE_OVERVIEW.html,404,518,"Zes aangeboden cross-reference-acties op regels 481-506 hebben alleen href='#'; de twee documentlinks op 516-517 resolven relatief naar niet-bestaande docs/ARCHIEF/docs/architectuur-doelen; Export Report op 518/557-559 toont uitsluitend een alert en exporteert niets. De metricbron bevat bovendien ongeldig '<2s': parsers herstellen dit verschillend, zodat alleen de markup-onrobuustheid statisch bewezen is; daadwerkelijk browserverlies van het kleiner-dan-teken is niet getest. Het bestand is via ARCHIVE_NOTES als archief aangemerkt en dus dormant.","Parseer de blob met Python `html.parser`: er zijn acht `href='#'`-links totaal, de `<2s`-bron komt als `2s`-data terug, en resolveer 516-517 relatief aan `docs/ARCHIEF/`; beide doelen ontbreken in `git ls-tree -r b958ddb`. Klikken op Export Report kan volgens de inline functie alleen de alert uitvoeren.","Maak het archief expliciet niet-interactief of herstel de doelen, gebruik `&lt;2s`, en implementeer/disable de exportactie met eerlijke feedback. Voeg een statische HTML-link- en markupcheck toe voor publiceerbare dashboards.",verified,codex-hypatia,codex-kierkegaard
B131-004,P3,proven,ui_ux_accessibility,Dashboard laat een oneindige rotatie lopen zonder pauze of reduced-motion alternatief,docs/ARCHIEF/ARCHITECTURE_OVERVIEW.html,288,300,"`.rotating` krijgt `animation: rotate 2s linear infinite`; het stylesheet bevat geen `prefers-reduced-motion`-regel en de pagina biedt geen pauze/stopbediening. De spinner staat naast inhoud en draait onbeperkt, in strijd met de WCAG 2.1 AA-verwachting voor niet-essentiële automatisch bewegende content (2.2.2). Reachability is dormant omdat dit een expliciet gearchiveerd dashboard is.","Zoek in de immutable HTML-blob naar `animation`, `infinite` en `prefers-reduced-motion`: regel 297 bevat de oneindige animatie en er is geen reduced-motion override of pauzecontrol in de 573 regels. Openen in een browser is voor deze statische codeclaim niet vereist; toetsenbord/screenreadergedrag is niet getest.",Stop de animatie na een korte duur of bied een pauzeknop; voeg minimaal `@media (prefers-reduced-motion: reduce) { .rotating { animation: none; } }` toe en verifieer handmatig met reduced-motion en screenreader.,verified,codex-hypatia,codex-kierkegaard
B131-005,P3,proven,ui_ux_accessibility,Gearchiveerd dashboard gebruikt linkkleuren onder de WCAG-contrastgrens,docs/ARCHIEF/ARCHITECTURE_OVERVIEW.html,205,261,"Normale .view-button-tekst gebruikt wit (#ffffff) op --secondary-color #3498db, een contrast van 3,153:1. .reference-link gebruikt #3498db op --bg-color #f5f6fa, een contrast van 2,920:1. Beide combinaties blijven onder de vereiste 4,5:1 voor normale tekst in WCAG 2.1 AA criterium 1.4.3. De pagina staat onder docs/ARCHIEF en is daarom dormant.","Lees de immutable CSS-regels 205-261 en de kleurvariabelen op regels 7-14, zet de sRGB-kanalen om naar relatieve luminantie volgens WCAG en bereken (L1+0,05)/(L2+0,05); de uitkomsten zijn respectievelijk 3,153 en 2,920.","Gebruik donkerdere link- en knopkleuren die in normale en hover/focusstatus minimaal 4,5:1 halen, behoud daarnaast een zichtbare focusindicator en voeg een geautomatiseerde contrastcontrole plus handmatige browsercontrole op lichte en donkere thema's toe.",verified,codex-hypatia,codex-kierkegaard
B132-002,P3,proven,accessibility,Interactive dashboard controls lack keyboard and screen-reader state,docs/ARCHIEF/ARCHITECTURE_VISUALIZATION_DETAILED.html,1191,1840,"Three filterable stat cards are div elements without role or tabindex and receive click-only handlers at lines 3725-3733; generated epic divs likewise receive only click handlers at 3537-3540. The tab buttons/panels at 1331-1342 expose no tablist/tab/tabpanel roles, aria-selected or aria-controls. All three SVGs have no title, role or aria-label. The active tab color is 18px white text on #667eea (3.66:1, below the 4.5:1 normal-text threshold). These markup/CSS facts are proven; actual screen-reader announcements and browser focus order were not tested. De shimmer op regels 1191-1200 draait daarnaast elke twee seconden oneindig zonder pauze of prefers-reduced-motion-alternatief.","Parse the base blob and enumerate .stat-card.clickable, .tab-button, .tab-content and svg nodes: none has the required role/aria/tabindex attributes. Search handlers for keydown/keyup/keypress: none exists. Calculate WCAG relative luminance for #ffffff on #667eea to obtain 3.66:1.","Use native buttons for every clickable card, implement the ARIA tabs pattern with selected state, controls and arrow-key navigation, provide accessible SVG names or hide decorative SVGs, and choose an active-state color meeting 4.5:1. Add axe plus keyboard regression tests if the archive page remains publishable. Stop niet-essentiële animatie of bied pauze en een prefers-reduced-motion-override.",verified,codex-galileo,codex-hypatia
B133-001,P3,proven,functionality,Detailed architecture page crashes its own initialization callback,docs/ARCHIEF/AS-IS-TO-BE-ARCHITECTURE-DETAILED.html,1505,1528,"showTab reads the undeclared global event and calls event.target.classList.add. DOMContentLoaded invokes showTab('overview') without an event, so standards-compliant execution raises ReferenceError before mermaid.init. Executing the exact inline script with benign document/Mermaid stubs returned exit 2 and 'ReferenceError event is not defined; INIT false'.","Extract the final inline script from the base blob, provide stubs for document.querySelectorAll/getElementById/addEventListener and mermaid.initialize/init, then invoke the captured DOMContentLoaded callback without defining global event. It deterministically raises ReferenceError and never calls mermaid.init.",Pass the activated button explicitly to showTab or derive it from a stable selector; keep initialization separate from user-event handling. Add a headless DOM smoke test covering DOMContentLoaded and every tab.,verified,codex-galileo,codex-hypatia
B133-002,P3,proven,accessibility,Both archived tab interfaces omit tab state and use insufficient active-state contrast,docs/ARCHIEF/AS-IS-TO-BE-ARCHITECTURE-DETAILED.html,369,379,"The six detailed-page tabs and five sibling-page tabs are plain buttons that only toggle an active class; containers expose no tablist/tab/tabpanel roles, aria-selected or aria-controls, and there are no arrow-key handlers. CSS renders active 18px normal text white on #667eea at 3.66:1. The same implementation is duplicated in AS-IS-TO-BE-ARCHITECTURE.html lines 297-301 and 782-796. Markup and contrast are proven; VoiceOver/NVDA output was not tested.","Parse both base HTML blobs and inspect .tabs, .tab-button and .tab-content attributes; all ARIA state/relationships are absent. Search JavaScript for keyboard events and find none. Compute #ffffff/#667eea contrast as 3.66:1.","Implement one reusable ARIA-tabs behavior with selected state, roving tabindex and arrow-key handling, associate every tab with a labelled panel, and use a >=4.5:1 active color.",verified,codex-galileo,codex-hypatia
B133-005,P3,proven,resilience,Nine diagrams depend entirely on an unpinned third-party CDN script,docs/ARCHIEF/AS-IS-TO-BE-ARCHITECTURE-DETAILED.html,7,7,"The only Mermaid runtime is loaded from cdnjs at version 10.6.1 without an integrity attribute or local fallback, while nine .mermaid containers depend on it. Offline use, CDN failure and restrictive CSP leave raw diagram source or no rendered diagrams; supply-chain integrity is not pinned. Network retrieval was deliberately not tested.",Inspect the base HTML: the single external script at line 7 has no integrity/crossorigin attributes and no local Mermaid bundle; count nine .mermaid containers. Block external resources in a local browser to observe the degradation (browser execution not performed in this review).,"For a preserved standalone archive, pre-render diagrams to accessible SVG/PNG with text alternatives. Otherwise self-host and integrity-pin the runtime, add a visible fallback and CSP-compatible initialization.",verified,codex-galileo,codex-hypatia
B133-006,P3,proven,accessibility,The simplified architecture page cannot reflow below its 400px grid minimum,docs/ARCHIEF/AS-IS-TO-BE-ARCHITECTURE.html,677,677,"An inline grid fixes each track to minmax(400px, 1fr), while the page defines no media query or containing overflow strategy. At a 320px CSS viewport the 400px track necessarily exceeds the viewport before container padding, causing horizontal page overflow. The CSS geometry is proven; actual 200% browser zoom and touch behavior were not tested.",Evaluate the grid at any containing width below 400px or inspect it with a 320px responsive viewport; the minimum track cannot shrink and no media query overrides it.,"Use minmax(min(100%, 400px), 1fr) or a one-column small-screen rule, allow long diagram content to wrap/scroll locally, and add 320px plus zoomed reflow tests.",verified,codex-galileo,codex-hypatia
B134-001,P3,proven,accessibility,Twenty dashboard actions are mouse-only divs,docs/ARCHIEF/ENTERPRISE_ARCHITECTURE_DASHBOARD.html,560,579,"JavaScript attaches click-only alerts to nine .capability divs, six .risk-item divs and five .chart-bar divs. None has a native interactive element, role, tabindex, keyboard handler or programmatic state; chart detail is stored only in title. Keyboard and assistive-technology users cannot invoke the behavior. Exact screen-reader/browser behavior was not tested.","Parse lines 369-448 and enumerate 20 targeted divs; confirm tabindex/role are absent. Search the script for keydown, keyup and keypress and find none, while lines 560-579 register only click.","Use buttons/links with visible purpose and accessible names, expose chart values in text, support Enter/Space natively, and add keyboard plus axe regression tests.",verified,codex-galileo,codex-hypatia
B134-002,P3,proven,accessibility,Dashboard colors fail AA contrast and the layout has no small-screen reflow,docs/ARCHIEF/ENTERPRISE_ARCHITECTURE_DASHBOARD.html,60,160,"Normal/small white text is rendered on #3498db (3.15:1), #95a5a6 (2.56:1), #e74c3c (3.82:1), #f39c12 (2.19:1) and #27ae60 (2.87:1), all below 4.5:1. The dashboard grid uses minmax(350px,1fr) and the file has no media query, so widths below 390px including container padding overflow. Ratios and CSS geometry are proven; 200% zoom, high-contrast mode and touch targets were not browser-tested.",Calculate WCAG relative-luminance ratios for the declared foreground/background pairs and inspect the 0.8/0.9em labels. Evaluate the grid at 320 CSS px; its 350px minimum cannot shrink.,"Adopt tested semantic color tokens meeting 4.5:1 for normal text, avoid color-only status, and add a one-column/reflow rule using a percentage-safe minimum. Test 320px, 200% zoom and forced-colors in a real browser.",verified,codex-galileo,codex-hypatia
B134-003,P3,proven,data_integrity,Static dashboard presents fabricated freshness and dead navigation as live architecture data,docs/ARCHIEF/ENTERPRISE_ARCHITECTURE_DASHBOARD.html,333,361,"The page labels itself 'Live', hard-codes KPIs/roadmap/investment/compliance, and labels the source 'Live architecture repository'. JavaScript only sets the current clock and replays animations; it fetches no data. All six Solution Architecture cross-references resolve to the absent docs/architectuur/SOLUTION_ARCHITECTURE.md, and 'Export Report' is href='#' with no handler. Users can mistake an archived snapshot for current evidence. Het gekoppelde Solution Architecture-dashboard herhaalt dezelfde oorzaak: de interval wijzigt alleen tijd/animatie, vijf Enterprise Architecture-links en API Docs zijn dood, terwijl de pagina 'All systems operational' en 'Live system metrics' claimt.",Search the exact script for fetch/XMLHttpRequest/WebSocket and find none; observe that setInterval only updates lastUpdate. Resolve the six ../architectuur/SOLUTION_ARCHITECTURE.md links against the base tree and confirm the target is absent; inspect the export anchor and find no matching handler.,"Remove live/freshness claims and display an immutable snapshot date plus archive banner. Repair or remove links and placeholder actions. If reactivated, bind every metric to a versioned source with provenance and error/stale states. Pas dezelfde correctie toe op het gekoppelde Solution Architecture-dashboard.",verified,codex-galileo,codex-hypatia
B135-001,P3,proven,accessibility,Service details and copy actions are unavailable from the keyboard,docs/ARCHIEF/SOLUTION_ARCHITECTURE_DASHBOARD.html,714,731,"Six .service-item divs and two .code-snippet divs receive click-only behavior; none has role, tabindex or keyboard handlers. The code-copy action sets only a title, does not await/catch clipboard failure, and immediately alerts success, so unsupported/insecure clipboard contexts can fail or falsely report success. Keyboard inaccessibility is proven from the DOM/handlers; clipboard/browser behavior was not executed.","Enumerate the six service and two snippet divs at lines 441-469 and 530-609, confirm no interactive semantics, then search the script for keyboard events and find none. Inspect lines 727-730 to see the unawaited write followed by unconditional success feedback.","Use native buttons with visible labels, add an aria-live status region, await navigator.clipboard.writeText in try/catch with a fallback, and test keyboard activation plus both clipboard success and rejection.",verified,codex-galileo,codex-hypatia
B135-002,P3,proven,accessibility,Small status labels fail contrast and the 400px grid cannot reflow on narrow screens,docs/ARCHIEF/SOLUTION_ARCHITECTURE_DASHBOARD.html,73,385,"The dashboard grid has minmax(400px,1fr) with no media query. Its small white status/method labels use #3498db (3.15:1), #27ae60 (2.87:1), #f39c12 (2.19:1) and #e74c3c (3.82:1), all below 4.5:1. At widths under 440px including padding the grid necessarily overflows. CSS and ratios are proven; 200% zoom, keyboard focus rendering, touch and screen-reader output were not browser-tested. De pulse- en blinkanimaties op regels 331-385 lopen oneindig en hebben geen pauze of prefers-reduced-motion-override.",Compute contrast for the status/method declarations at lines 145-166 and 224-252. Evaluate the grid at 320 CSS px; the 400px minimum exceeds available width and no media rule overrides it.,"Use AA-tested text colors/badge backgrounds, provide text/icons in addition to color, and replace the fixed minimum with a percentage-safe reflow rule. Add responsive, zoom and forced-colors browser tests. Stop of pauzeer automatisch bewegende content en respecteer reduced-motion.",verified,codex-galileo,codex-hypatia
B135-004,P2,proven,process_safety,Phase-6 checklist prescribes destructive repository rollback without safety gates,docs/ARCHIEF/phase-6-implementation-checklist.md,367,387,"The emergency rollback deletes the entire src directory with rm -rf, copies a local backup, checks out main and force-deletes the branch. Week/day rollback uses git reset --hard. No check verifies current repository/root, backup integrity, untracked files, clean status or exact commit targets. Although archived and only referenced by a stale review checklist, copying these commands can destroy current source and work. De gearchiveerde bestandsnamenworkflow bevat dezelfde procesfout met placeholder-brede rm -rf en git reset --hard zonder herstelbewijs; dit wordt als één rollback-root geteld.","Read the fenced rollback block and identify its targets/effects with shell dry reasoning; no guard or confirmation surrounds rm -rf src, git branch -D or git reset --hard. Do not execute the commands.","Add a DO-NOT-RUN archive banner or remove the block. For a maintained runbook, use immutable remote backups, validated paths, clean-worktree and branch checks, explicit confirmations, recoverable restore steps and a rehearsed rollback test.",verified,codex-galileo,codex-hypatia
B136-001,P3,proven,privacy,Archived review report exposes 795 personal workstation paths,docs/ARCHIEF/review-rapport.md,13,807,"All 795 Ruff issue rows embed the absolute prefix /Users/chrislehnen/Projecten/Definitie-app, disclosing a personal account name and local checkout layout in a tracked artifact. The active report generator renders issue.file_path verbatim, so the same output shape can recur; the reviewed artifact itself is archived and has no active application caller. Dezelfde root is onafhankelijk teruggevonden op vijftien regels in B139-B142, waaronder ConfigManager-, container- en contextanalyses; deze worden niet dubbel geteld.","Run `git show b958ddb139b4754d1644ca4b4f22b1683d8ad108:docs/ARCHIEF/review-rapport.md | rg -c '/Users/chrislehnen/Projecten/Definitie-app'`; it returns 795, spanning lines 13 through 807.","Store repository-relative paths in generated reports, redact user/home-directory segments before serialization, add a privacy regression test for generated artifacts and sanitize or replace the committed archive copy.",verified,codex-kierkegaard,codex-galileo
